PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
5273543;Escuela Infantil El Girasol;;;;Bus: 48, 70, 146;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d298a9a3930ff110VgnVCM2000000c205a0aRCRD;GENERAL ARANAZ;CALLE;V;54;;;;;MADRID;MADRID;28027;8;EL SALVADOR;20;SAN BLAS-CANILLEJAS;445797;4477229;40.44394795;-3.639151479;917 415 256;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
181020;Escuela Infantil El Igloo;;;;METRO: Cuatro Caminos BUS: 37 , 127 , 45 , C , F;ENSEÑANZA: Educación Infantil (primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab85def5ab41c010VgnVCM2000000c205a0aRCRD;MARQUES DE LEMA;CALLE;V;7;;;;;MADRID;MADRID;28003;6;VALLEHERMOSO;7;CHAMBERI;440197;4477656;40.44552894;-3.706498746;91 535 00 02;;info@eliglooescuelainfantil.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5785782;Escuela Infantil El Jardín de Larín;;;;Bus: 105, 151   Metro: Barajas;Enseñanza: Primer Ciclo de Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae2df0dc9998a210VgnVCM1000000b205a0aRCRD;ARCADIA;CALLE;V;5;;;;;MADRID;MADRID;28042;4;TIMON;21;BARAJAS;450483;4480680;40.47344863;-3.585448503;913 057 211 -645 038 866;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
10502289;Escuela Infantil El Jardín de Larín Playa de Aro;;;;BUS: 105, 151;ENSEÑANZA: Educación infantil (Primer ciclo);;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6996c26ba77ce510VgnVCM1000001d4a900aRCRD;PLAYA DE ARO;CALLE;V;11;;;;;MADRID;MADRID;28042;4;TIMON;21;BARAJAS;450060;4480352;40.47234884;-3.589131323;911 403 210 / 640 793 025;;jardinlarinplaya@gmail.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
134325;Escuela Infantil El Jardín de los Genios;;;;METRO: Ventura Rodríguez BUS: 1 , 2 , 44 , 74 , 133 , 202 , C;ENSEÑANZA: Educación infantil;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=18e56da0aa81c010VgnVCM1000000b205a0aRCRD;EVARISTO SAN MIGUEL;CALLE;V;11;;;;;MADRID;MADRID;28008;2;ARGUELLES;9;MONCLOA-ARAVACA;439277;4475318;40.42628926;-3.715837098;915 478 067;;contacto@eljardindelosgenios.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
4784641;Escuela Infantil El Jardín del Oeste;;;;Bus: 172, 176;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0dd979a8464e7110VgnVCM1000000b205a0aRCRD;ESTELLA;CALLE;V;9;;;;;MADRID;MADRID;28050;6;VALVERDE;8;FUENCARRAL-EL PARDO;442729;4483165;40.49721632;-3.675874131;914 270 740;;info@westgarden.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5066;Escuela Infantil El Madroñal;;;Horario ampliado. Comedor.;BUS: 63 , 141 , 143 , 145;ENSEÑANZA: Educación infantil (Primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=21dc13db5b71c010VgnVCM1000000b205a0aRCRD;JOSE PAULETE;CALLE;NUM;34;;;;;MADRID;MADRID;28038;5;PORTAZGO;13;PUENTE DE VALLECAS;444757;4471571;40.39290897;-3.65093457;917 787 607;917 787 607;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
4940395;Escuela Infantil El Monin;;;;BUS: 64, 83, 133;ENSEÑANZA: Educación infantil (Primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c0aa4f92a18a110VgnVCM1000000b205a0aRCRD;ALVARO CUNQUEIRO;CALLE;V;32;;;;;MADRID;MADRID;28035;3;PEÑA GRANDE;8;FUENCARRAL-EL PARDO;438198;4481069;40.47800991;-3.729124905;917 365 740;917 365 740;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
181029;Escuela Infantil El Mundo de Mozart;;;;;ENSEÑANZA: Educación infantil (primer ciclo );0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e95def5ab41c010VgnVCM2000000c205a0aRCRD;NANCLARES DE OCA;CALLE;NUM;14;;;;LOCAL 1;MADRID;MADRID;28022;6;REJAS;20;SAN BLAS-CANILLEJAS;451043;4477258;40.4445256;-3.577308732;91 747 09 71/ 678657612;91 747 09 71;direccion@elmundodemozart.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5114650;Escuela Infantil El Mundo de Mozart II;;;;BUS: 77;ENSEÑANZA: Educación infantil (Primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=945a76113e67d110VgnVCM1000000b205a0aRCRD;ARAMAYONA;CALLE;V;5;;;;;MADRID;MADRID;28022;6;REJAS;20;SAN BLAS-CANILLEJAS;450989;4477182;40.44383782;-3.577927809;917 470 971;605 812 080;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
10474928;Escuela infantil El Nido del Buho;;;;Bus: 2, 16, 37, 61, 149  Metro: Canal;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c12beedef73e510VgnVCM2000001f4a900aRCRD;DONOSO CORTES;CALLE;V;8;;;;;MADRID;MADRID;28015;2;ARAPILES;7;CHAMBERI;440178;4476406;40.43614871;-3.705327629;649 736 777;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5786127;Escuela Infantil El Osito;;;;Bus: 9, 40, 43, 72, 73  Metro: Alfonso XIII;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a84873f0b6e8a210VgnVCM2000000c205a0aRCRD;LOPEZ DE HOYOS;CALLE;V;212;;;;;MADRID;MADRID;28002;2;PROSPERIDAD;5;CHAMARTIN;443552;4477882;40.44967204;-3.665692171;914 134 642;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5398392;Escuela Infantil El Osito 2;;;;Bus: 43, 72   Metro: Prosperidad;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=95e6b14c61903210VgnVCM2000000c205a0aRCRD;CORAZON DE MARIA;CALLE;V;58;;;;;MADRID;MADRID;28002;2;PROSPERIDAD;5;CHAMARTIN;443594;4477620;40.4454425;-3.666440504;91 415 97 58;;martabajo2000@yahoo.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5455;Escuela Infantil El Osito de Luis de Larrainza;;;Comedor;METRO: Alfonso XIII BUS: 9 , 40 , 43 , 72 , 73;ENSEÑANZA: Educación Infantil;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1c1bc05ef571c010VgnVCM1000000b205a0aRCRD;LUIS LARRAINZA;CALLE;NUM;46;;;;;MADRID;MADRID;28002;3;CIUDAD JARDIN;5;CHAMARTIN;443268;4478005;40.45076081;-3.669040309;912 194 455;;info@escuelainfantilelosito.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5391834;Escuela Infantil El Parque de la Piovera;;;;Bus: 105, 114, 115, 153;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbd30a2b706c2210VgnVCM2000000c205a0aRCRD;GUADALAJARA;CALLE;V;21;;;;;MADRID;MADRID;28042;1;PALOMAS;16;HORTALEZA;447840;4478004;40.45105122;-3.615137514;91  320 56 97;;piovera@elparque.net;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
174501;Escuela Infantil El Parque. Calle Cardenal Silíceo;;;;"METRO: Cartagena , Prosperidad&amp;#13;BUS: 43 , 72";ENSEÑANZA: Educación Infantil;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=596f14c4d661c010VgnVCM1000000b205a0aRCRD;CARDENAL SILICEO;CALLE;NUM;25;;;;;MADRID;MADRID;28002;2;PROSPERIDAD;5;CHAMARTIN;443177;4477269;40.44413329;-3.670059433;91 413 27 98;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
23193;Escuela Infantil El Pequeño Sol;;;;BUS: 34;ENSEÑANZA: Educación infantil (Primer Ciclo);;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6fe7d448b51c010VgnVCM2000000c205a0aRCRD;EL ROMPEDIZO;CALLE;NUM;1;;;;;MADRID;MADRID;28044;7;LAS AGUILAS;10;LATINA;435063;4469796;40.37621076;-3.764956279;91 705 00 37;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5250625;Escuela Infantil El Pilar;;;Horario ampliado. Comedor.;BUS: 21, 38, 106, 113, 146 METRO: Quintana, El Carmen;ENSEÑANZA: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=862f28ed4888f110VgnVCM1000000b205a0aRCRD;SIENA;CALLE;V;38;;;;;MADRID;MADRID;28027;3;QUINTANA;15;CIUDAD LINEAL;444596;4476020;40.43297741;-3.653218948;914 036 749;914 036 749;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
134399;Escuela Infantil El Pinar;;;Comedor;BUS: 29 , 129 , 150;ENSEÑANZA: Educación infantil (Primer y segundo ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d066da0aa81c010VgnVCM1000000b205a0aRCRD;CALERUEGA;CALLE;V;51;;;;;MADRID;MADRID;28033;9;COSTILLARES;15;CIUDAD LINEAL;443050;4481369;40.48106118;-3.671912585;91 766 11 54;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5738;Escuela Infantil El Príncipe;;;Comedor;BUS: 139 METRO: Cuatro Vientos BUS: 139 RENFE: Cuatro Vientos;ENSEÑANZA: Educación Infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eff5f3216571c010VgnVCM1000000b205a0aRCRD;ARQUEROS;AVENIDA;V;1;;;;;MADRID;MADRID;28024;5;CAMPAMENTO;10;LATINA;432766;4470411;40.38156875;-3.792077356;91 509 07 86;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
4785095;Escuela Infantil El Reino del Revés;;;;Metro: Delicias  Bus: 6, 55, 78, 148, E1;Enseñanza: Primer ciclo de Educación Infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf2fef854c8e7110VgnVCM1000000b205a0aRCRD;FERNANDO POO;CALLE;V;8;;;;;MADRID;MADRID;28045;3;CHOPERA;2;ARGANZUELA;440631;4472312;40.39929146;-3.699604716;914 731 295;;elreinodelreves2016@gmail.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5892;Escuela Infantil El Rey de la Casa;;;;"METRO: Empalme , Campamento &amp;#13;BUS: 25 , 36 , 121 , 131 , H";ENSEÑANZA: Educación infantil;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9216f3216571c010VgnVCM1000000b205a0aRCRD;MAQUEDA;CALLE;NUM;54;;;;;MADRID;MADRID;28024;4;ALUCHE;10;LATINA;435087;4471607;40.39253577;-3.76486998;91 518 21 82;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
10014123;Escuela Infantil El Sitio de tu Recreo;;;Jornada continuada;METRO: Iglesia BUS: 3 , 5 , 7 , 16 , 40 , 61 , 147;ENSEÑANZA: Primer Ciclo de Educación Infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e05cb8cc0663510VgnVCM2000001f4a900aRCRD;JUAN DE AUSTRIA;CALLE;V;7;;;;;MADRID;MADRID;28010;3;TRAFALGAR;7;CHAMBERI;440682;4475958;40.43214902;-3.699343856;914 268 107;;info@elsitiodeturecreo.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
73973;Escuela Infantil El Sur;;;Horario ampliado. Comedor.;BUS: 22 , 86 , 130;ENSEÑANZA: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d8f68540e41c010VgnVCM2000000c205a0aRCRD;CIFUENTES;CALLE;V;12;;;;;MADRID;MADRID;28021;5;LOS ANGELES;17;VILLAVERDE;440640;4466750;40.34919557;-3.698980815;917 983 944;917 979 754;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
5747;Escuela Infantil El Trébol Mágico;;;;Bus: 22, 59, 79, 85, 123, 130   Metro: Villaverde Bajo Cruce;ENSEÑANZA: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=643cc05ef571c010VgnVCM1000000b205a0aRCRD;VILLAVERDE A VALLECAS;CARRETERA;V;3,5;;;;;MADRID;MADRID;28041;4;LOS ROSALES;17;VILLAVERDE;441438;4467260;40.35383728;-3.689643273;;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
53892;Escuela Infantil El Tren de los Niños;;;;BUS: 129 , 150 , 229;ENSEÑANZA: Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=101d7589f451c010VgnVCM1000000b205a0aRCRD;BURGOS;AVENIDA;NUM;34;;;;OTRA ESCUELA EN AVDA. BURGOS 28;MADRID;MADRID;28036;6;CASTILLA;5;CHAMARTIN;442806;4481260;40.48006067;-3.674781796;91 766 08 01;;info@eieltren.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5392503;Escuela Infantil El Tren de los Niños II;;;;Bus: 129, 150, 174  Metro: Bambú;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2776c9b53aac2210VgnVCM1000000b205a0aRCRD;BURGOS;AVENIDA;V;28;;;;OTRA ESCUELA EN AVDA. BURGOS 34;MADRID;MADRID;28036;6;CASTILLA;5;CHAMARTIN;442786;4481092;40.47853687;-3.675002495;91 302 56 39;91 302 56 39;info@eieltren.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5047;Escuela Infantil El Valle;;;Horario ampliado. Comedor.;METRO: Guzmán el Bueno BUS: 2 , 45 , F;ENSEÑANZA: Educación infantil (Primer y Segundo ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce1ea4ea6871c010VgnVCM1000000b205a0aRCRD;VALLE;AVENIDA;NUM;22;;;;;MADRID;MADRID;28003;6;VALLEHERMOSO;7;CHAMBERI;439331;4477269;40.44385253;-3.715407501;915 530 388;915 530 388;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
11543269;Escuela Infantil El Viaje de Neu;;;;BUS: 34, 155;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4701e4d8c17d710VgnVCM1000001d4a900aRCRD;JOAQUIN TURINA;CALLE;V;1;;;;;MADRID;MADRID;28044;6;BUENAVISTA;11;CARABANCHEL;436190;4469463;40.37331467;-3.751637947;34628045365;;;; 
5940;Escuela Infantil Ellaluna;;;;METRO: Torre Arias BUS: 28, 48 , 140 , 153;ENSEÑANZA: Educación infantil (Primer y segundo ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f5dc05ef571c010VgnVCM1000000b205a0aRCRD;PANDORA;CALLE;NUM;23;;;;;MADRID;MADRID;28037;1;SIMANCAS;20;SAN BLAS-CANILLEJAS;447889;4476970;40.43986779;-3.615743029;627 485 207;;educacionlibrelaluna@gmail.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5532;Escuela Infantil Espíritu Santo;;;;"METRO: El Carmen &amp;#13;BUS: 15 , 106 , 113";ENSEÑANZA: Educación infantil;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa46f3216571c010VgnVCM1000000b205a0aRCRD;DAROCA;AVENIDA;NUM;28;;;;;MADRID;MADRID;28017;1;VENTAS;15;CIUDAD LINEAL;444297;4475712;40.4301738;-3.656716827;91 355 91 91;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
31565;Escuela Infantil Extremadura;;;Horario ampliado. Comedor.;BUS: 28 , 48;ENSEÑANZA: Educación infantil (Primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0211059cb751c010VgnVCM2000000c205a0aRCRD;ESFINGE;CALLE;NUM;90;;;;;MADRID;MADRID;28022;7;CANILLEJAS;20;SAN BLAS-CANILLEJAS;448557;4476545;40.43796142;-3.606552475;913 201 869;913 201 869;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
4539404;Escuela Infantil Fantasía II;;;;;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7c42cf13d7051110VgnVCM2000000c205a0aRCRD;JUSTA GARCIA;CALLE;V;12;;;;;MADRID;MADRID;28026;7;PRADOLONGO;12;USERA;439780;4470412;40.38211413;-3.709464319;915 006 586;;samadasl@gmail.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
6020;Escuela Infantil Fisbis;;;Comedor;METRO: Usera BUS: 23 , 55;ENSEÑANZA: Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0076f3216571c010VgnVCM1000000b205a0aRCRD;SAN GRACIANO;CALLE;V;2;;;;;MADRID;MADRID;28026;5;MOSCARDO;12;USERA;440443;4471819;40.3929642;-3.703050505;91 475 67 02;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5385348;Escuela Infantil Fundación Torat Moshe;;;;BUS: 70 , 107;ENSEÑANZA: Educación infantil (Primer y segundo ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ab687dfbfa92210VgnVCM1000000b205a0aRCRD;ALMARZA;CALLE;NUM;24;;;;;MADRID;MADRID;28033;4;PINAR DEL REY;16;HORTALEZA;443935;4479886;40.46775103;-3.661341026;917 668 502;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
174423;Escuela Infantil Gaia;;;Horario ampliado. Comedor. Planes de mejora.;BUS: 30 , 32 , 100 , 140;ENSEÑANZA: Educación Infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae7f14c4d661c010VgnVCM1000000b205a0aRCRD;MERIDA;CALLE;NUM;23;;;;;MADRID;MADRID;28030;3;MARROQUINA;14;MORATALAZ;446237;4473102;40.40678908;-3.633614328;917 725 080;917 724 216;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
23407;Escuela Infantil Garabatos;;;;"METRO: Avenida Ilustración , Peñagrande &amp;#13;BUS: 64 , 67 , 83 , 133";ENSEÑANZA: Educación infantil;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1c1f7d448b51c010VgnVCM2000000c205a0aRCRD;JOAQUIN JORGE ALARCON;CALLE;NUM;49;;;;;MADRID;MADRID;28035;3;PEÑA GRANDE;8;FUENCARRAL-EL PARDO;438717;4480954;40.47700333;-3.723002921;91 316 31 40;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
54316;Escuela Infantil Garabatos y Ocho Patos. Calle Laurel;;;;METRO: Acacias BUS: 34 , 36 , 60 , 78 , 116 , 118 , 119 ,148 RENFE: Embajadores;ENSEÑANZA: Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=753d7589f451c010VgnVCM1000000b205a0aRCRD;LAUREL;CALLE;NUM;33;;;;;MADRID;MADRID;28005;2;ACACIAS;2;ARGANZUELA;440299;4472569;40.40159191;-3.703540922;914 737 344;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
67314;Escuela Infantil Garabatos y Ocho Patos. Calle Melilla;;;;METRO: Pirámides BUS: 18 , 23 , 34 , 35 , 36 , 116 , 118 , 119;ENSEÑANZA: Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ad3827a9e41c010VgnVCM2000000c205a0aRCRD;MELILLA;CALLE;NUM;6;;;;;MADRID;MADRID;28005;2;ACACIAS;2;ARGANZUELA;439705;4472566;40.40151308;-3.710539974;914 737 374;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
54314;Escuela Infantil Garabatos y Ocho Patos. Paseo Acacias;;;;METRO: Acacias BUS: 34 , 36 , 116 , 118 , 119 RENFE: Embajadores;ENSEÑANZA: Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=284d7589f451c010VgnVCM1000000b205a0aRCRD;ACACIAS;PASEO;NUM;29;;;;;MADRID;MADRID;28005;2;ACACIAS;2;ARGANZUELA;439918;4472763;40.40330315;-3.708048675;914 687 089;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
167638;Escuela Infantil Geppetto;;;;METRO: Valdebernardo BUS: 71 , 130;ENSEÑANZA: Educación Infantil (Primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b39be0e1f181c010VgnVCM1000000b205a0aRCRD;ANA MARISCAL;CALLE;NUM;1;;;;;MADRID;MADRID;28032;1;CASCO H.VICALVARO;19;VICALVARO;447139;4471776;40.39491032;-3.622886325;917 513 963;;geppetto.escuelainfantil@live.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
4785312;Escuela Infantil Globitos;;;;Bus: 105, 112, 115 Metro: Barajas, Alameda de Osuna;Enseñanza: Privado * Educación Infantil (Primer Ciclo) Subvencionada;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cede7c4a939e7110VgnVCM1000000b205a0aRCRD;BENISODA;CALLE;V;14;;;;;MADRID;MADRID;28042;5;CORRALEJOS;21;BARAJAS;450245;4479850;40.46595724;-3.588190803;913 291 581;;escuelaballoons@yahoo.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5918;Escuela Infantil Globos;;;;METRO: Vinateros BUS: 71 , 113;ENSEÑANZA: Educación infantil (primer y segundo ciclo);3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=18a6f3216571c010VgnVCM1000000b205a0aRCRD;ARROYO DE LA MEDIA LEGUA;CALLE;NUM;29;;;;;MADRID;MADRID;28030;4;MEDIA LEGUA;14;MORATALAZ;444329;4473574;40.41092466;-3.656152517;9143 70 889;;globos@escuelainfantilmoratalaz.es patricia@escuelainfantilmoratalaz.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
